 spec_symbol , wgt , Genus , species , Taxa 
 DO , 57 , Dipodomys , ordii , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 OL , 38 , Onychomys , leucogaster , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OT , 34 , Onychomys , torridus , Rodent 
 DM , 31 , Dipodomys , merriami , Rodent 
 RF , 20 , Reithrodontomys , fulvescens , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 PM , 16 , Peromyscus , maniculatus , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PF , 11 , Perognathus , flavus , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 PM , 25 , Peromyscus , maniculatus , Rodent 
 DO , 33 , Dipodomys , ordii , Rodent 
 DM , 59 , Dipodomys , merriami , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 OT , 32 , Onychomys , torridus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DM , 55 , Dipodomys , merriami , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PM , 26 , Peromyscus , maniculatus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PB , 26 , Chaetodipus , baileyi , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 DO , 51 , Dipodomys , ordii , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PP , 24 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 DO , 56 , Dipodomys , ordii , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DM , 33 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 OT , 38 , Onychomys , torridus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PM , 16 , Peromyscus , maniculatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 PM , 17 , Peromyscus , maniculatus , Rodent 
 PM , 25 , Peromyscus , maniculatus , Rodent 
 OT , 30 , Onychomys , torridus , Rodent 
 PM , 29 , Peromyscus , maniculatus , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 OT , 32 , Onychomys , torridus , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PB , 26 , Chaetodipus , baileyi , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 PB , 42 , Chaetodipus , baileyi , Rodent 
 NA , 144 , Neotoma , albigula , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 SO , 43 , Sigmodon , ochrognathus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 PM , 26 , Peromyscus , maniculatus , Rodent 
 PP , 24 , Chaetodipus , penicillatus , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 PB , 31 , Chaetodipus , baileyi , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PM , 18 , Peromyscus , maniculatus , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 NA , 214 , Neotoma , albigula , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 PM , 21 , Peromyscus , maniculatus , Rodent 
 OT , 12 , Onychomys , torridus , Rodent 
 NA , 62 , Neotoma , albigula , Rodent 
 PB , 26 , Chaetodipus , baileyi , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PB , 25 , Chaetodipus , baileyi , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 RM , 17 , Reithrodontomys , megalotis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 PM , 26 , Peromyscus , maniculatus , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PM , 13 , Peromyscus , maniculatus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DO , 56 , Dipodomys , ordii , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 OT , 11 , Onychomys , torridus , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 NA , 64 , Neotoma , albigula , Rodent 
 DM , 33 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PM , 28 , Peromyscus , maniculatus , Rodent 
 PM , 13 , Peromyscus , maniculatus , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 PE , 26 , Peromyscus , eremicus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PM , 25 , Peromyscus , maniculatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PM , 21 , Peromyscus , maniculatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 PM , 13 , Peromyscus , maniculatus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 SO , 100 , Sigmodon , ochrognathus , Rodent 
 NA , 63 , Neotoma , albigula , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PM , 28 , Peromyscus , maniculatus , Rodent 
 DO , 32 , Dipodomys , ordii , Rodent 
 NA , 70 , Neotoma , albigula , Rodent 
 PB , 25 , Chaetodipus , baileyi , Rodent 
 PE , 28 , Peromyscus , eremicus , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 PB , 36 , Chaetodipus , baileyi , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 PP , 24 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PH , 22 , Perognathus , hispidus , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 PB , 17 , Chaetodipus , baileyi , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 SO , 21 , Sigmodon , ochrognathus , Rodent 
 PM , 25 , Peromyscus , maniculatus , Rodent 
 PM , 28 , Peromyscus , maniculatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PM , 7 , Peromyscus , maniculatus , Rodent 
 PM , 7 , Peromyscus , maniculatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 PE , 27 , Peromyscus , eremicus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DO , 46 , Dipodomys , ordii , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 DO , 59 , Dipodomys , ordii , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DO , 63 , Dipodomys , ordii , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 OL , 40 , Onychomys , leucogaster , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PB , 20 , Chaetodipus , baileyi , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PE , 18 , Peromyscus , eremicus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PB , 41 , Chaetodipus , baileyi , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DO , 67 , Dipodomys , ordii , Rodent 
 DO , 46 , Dipodomys , ordii , Rodent 
 DO , 26 , Dipodomys , ordii , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 DO , 51 , Dipodomys , ordii , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PB , 22 , Chaetodipus , baileyi , Rodent 
 PB , 23 , Chaetodipus , baileyi , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 RM , 18 , Reithrodontomys , megalotis , Rodent 
 DO , 46 , Dipodomys , ordii , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 PP , 12 , Chaetodipus , penicillatus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 PB , 30 , Chaetodipus , baileyi , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 PB , 47 , Chaetodipus , baileyi , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DO , 46 , Dipodomys , ordii , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 OT , 11 , Onychomys , torridus , Rodent 
 PF , 11 , Perognathus , flavus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 DO , 64 , Dipodomys , ordii , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 58 , Dipodomys , merriami , Rodent 
 DM , 56 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PB , 35 , Chaetodipus , baileyi , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PM , 26 , Peromyscus , maniculatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PB , 29 , Chaetodipus , baileyi , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 OT , 33 , Onychomys , torridus , Rodent 
 PB , 27 , Chaetodipus , baileyi , Rodent 
 PB , 19 , Chaetodipus , baileyi , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 PP , 32 , Chaetodipus , penicillatus , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 PB , 21 , Chaetodipus , baileyi , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 NA , 147 , Neotoma , albigula , Rodent 
 PB , 29 , Chaetodipus , baileyi , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PB , 31 , Chaetodipus , baileyi , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 OL , 16 , Onychomys , leucogaster , Rodent 
 PE , 20 , Peromyscus , eremicus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PB , 31 , Chaetodipus , baileyi , Rodent 
 PB , 38 , Chaetodipus , baileyi , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 PB , 41 , Chaetodipus , baileyi , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 PB , 31 , Chaetodipus , baileyi , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 OT , 11 , Onychomys , torridus , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 DO , 57 , Dipodomys , ordii , Rodent 
 OT , 18 , Onychomys , torridus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PB , 36 , Chaetodipus , baileyi , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PM , 17 , Peromyscus , maniculatus , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PB , 33 , Chaetodipus , baileyi , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 PM , 29 , Peromyscus , maniculatus , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 PB , 35 , Chaetodipus , baileyi , Rodent 
 PP , 9 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PB , 33 , Chaetodipus , baileyi , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PB , 24 , Chaetodipus , baileyi , Rodent 
 PB , 29 , Chaetodipus , baileyi , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DO , 29 , Dipodomys , ordii , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 PB , 42 , Chaetodipus , baileyi , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PB , 34 , Chaetodipus , baileyi , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PB , 37 , Chaetodipus , baileyi , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 NA , 193 , Neotoma , albigula , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PB , 28 , Chaetodipus , baileyi , Rodent 
 NA , 117 , Neotoma , albigula , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 PE , 22 , Peromyscus , eremicus , Rodent 
 PM , 17 , Peromyscus , maniculatus , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DO , 40 , Dipodomys , ordii , Rodent 
 PP , 10 , Chaetodipus , penicillatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PB , 24 , Chaetodipus , baileyi , Rodent 
 OT , 16 , Onychomys , torridus , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 DO , 59 , Dipodomys , ordii , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OT , 30 , Onychomys , torridus , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 NA , 109 , Neotoma , albigula , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PM , 26 , Peromyscus , maniculatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 OT , 17 , Onychomys , torridus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 NA , 92 , Neotoma , albigula , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 PM , 16 , Peromyscus , maniculatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PM , 22 , Peromyscus , maniculatus , Rodent 
 NA , 186 , Neotoma , albigula , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PM , 18 , Peromyscus , maniculatus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 OT , 17 , Onychomys , torridus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DO , 48 , Dipodomys , ordii , Rodent 
 DM , 31 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 PB , 30 , Chaetodipus , baileyi , Rodent 
 PM , 24 , Peromyscus , maniculatus , Rodent 
 DO , 26 , Dipodomys , ordii , Rodent 
 PP , 12 , Chaetodipus , penicillatus , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PM , 20 , Peromyscus , maniculatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 PP , 10 , Chaetodipus , penicillatus , Rodent 
 PP , 10 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PM , 27 , Peromyscus , maniculatus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 OT , 33 , Onychomys , torridus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 OT , 38 , Onychomys , torridus , Rodent 
 PP , 11 , Chaetodipus , penicillatus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PM , 21 , Peromyscus , maniculatus , Rodent 
 PM , 29 , Peromyscus , maniculatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 27 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 DO , 42 , Dipodomys , ordii , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 PM , 17 , Peromyscus , maniculatus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
